Primary Diagnosis Code,Primary Diagnosis Code Description,all_attendances,first_appointment,first_tele,subsequent_appointment,subsequent_tele,unknown_attendance_type,total_tele,total_in_person,tele_adoption_rate,followup_ratio,unknown_rate,priority_score
B018,Varicella without complication,84.0,55.0,3.0,24.0,2.0,0,5.0,79.0,0.05952380952380952,0.4,0.0,0.0
B019,Zoster meningitis,3.0,0.0,0.0,1.0,2.0,0,2.0,1.0,0.6666666666666666,0.0,0.0,0.0
B021,Zoster with other nervous system involvement,337.0,145.0,7.0,110.0,75.0,0,82.0,255.0,0.2433234421364985,1.2,0.0,0.0
B022,Zoster ocular disease,1011.0,388.0,4.0,597.0,22.0,0,26.0,985.0,0.025717111770524232,1.6,0.0,0.48430359085963004
B023,Zoster with other complications,19.0,6.0,1.0,12.0,0.0,0,1.0,18.0,0.05263157894736842,1.7,0.0,0.0
B028,Zoster without complication,540.0,297.0,16.0,193.0,34.0,0,50.0,490.0,0.09259259259259259,0.7,0.0,0.7279379760609359
B029,Monkeypox,16.0,2.0,5.0,1.0,8.0,0,13.0,3.0,0.8125,1.3,0.0,0.0
B04X,Measles complicated by pneumonia,2.0,1.0,0.0,1.0,0.0,0,0.0,2.0,0.0,1.0,0.0,0.0
B052,Measles with other complications,2.0,1.0,0.0,1.0,0.0,0,0.0,2.0,0.0,1.0,0.0,0.0
B058,Measles without complication,11.0,2.0,6.0,1.0,2.0,0,8.0,3.0,0.7272727272727273,0.4,0.0,0.0
B059,Rubella with other complications,3.0,0.0,0.0,3.0,0.0,0,0.0,3.0,0.0,0.0,0.0,0.0
B068,Rubella without complication,1.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
B069,Viral warts,1217.0,700.0,12.0,457.0,48.0,0,60.0,1157.0,0.049301561216105176,0.7,0.0,0.5554134929270946
B07X,Other orthopoxvirus infections,6.0,1.0,0.0,5.0,0.0,0,0.0,6.0,0.0,5.0,0.0,0.0
B080,Molluscum contagiosum,126.0,79.0,1.0,39.0,7.0,0,8.0,118.0,0.06349206349206349,0.6,0.0,0.0
B081,Exanthema subitum [sixth disease],2.0,2.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0
B082,Erythema infectiosum [fifth disease],6.0,5.0,0.0,1.0,0.0,0,0.0,6.0,0.0,0.2,0.0,0.0
B083,Enteroviral vesicular stomatitis with exanthem,37.0,29.0,0.0,6.0,2.0,0,2.0,35.0,0.05405405405405406,0.3,0.0,0.0
B084,Enteroviral vesicular pharyngitis,1.0,0.0,1.0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0
B085,Other specified viral infections characterized by skin and mucous membrane lesions,3.0,2.0,0.0,1.0,0.0,0,0.0,3.0,0.0,0.5,0.0,0.0
B088,Unspecified viral infection characterized by skin and mucous membrane lesions,67.0,49.0,2.0,13.0,3.0,0,5.0,62.0,0.07462686567164178,0.3,0.0,0.0
B09X,Hepatitis A without hepatic coma,37.0,14.0,6.0,12.0,5.0,0,11.0,26.0,0.2972972972972973,0.8,0.0,0.0
B159,Acute hepatitis B with delta-agent (coinfection) without hepatic coma,2.0,0.0,1.0,0.0,1.0,0,2.0,0.0,1.0,1.0,0.0,0.0
B161,Acute hepatitis B without delta-agent with hepatic coma,1.0,0.0,1.0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0
B162,Acute hepatitis B without delta-agent and without hepatic coma,629.0,28.0,78.0,51.0,472.0,0,550.0,79.0,0.8744038155802861,4.9,0.0,0.7099292709466811
B169,Acute delta-(super)infection of hepatitis B carrier,10.0,0.0,0.0,10.0,0.0,0,0.0,10.0,0.0,0.0,0.0,0.0
B170,Acute hepatitis C,189.0,6.0,23.0,8.0,152.0,0,175.0,14.0,0.9259259259259259,5.5,0.0,0.0
B171,Acute hepatitis E,65.0,16.0,3.0,30.0,16.0,0,19.0,46.0,0.2923076923076923,2.4,0.0,0.0
B172,Other specified acute viral hepatitis,94.0,12.0,2.0,74.0,6.0,0,8.0,86.0,0.0851063829787234,5.7,0.0,0.0
B178,"Acute viral hepatitis, unspecified",125.0,25.0,11.0,57.0,32.0,0,43.0,82.0,0.344,2.5,0.0,0.0
B179,Chronic viral hepatitis B with delta-agent,305.0,21.0,3.0,249.0,32.0,0,35.0,270.0,0.11475409836065574,11.7,0.0,0.0
B180,Chronic viral hepatitis B without delta-agent,18689.0,2272.0,553.0,12374.0,3490.0,0,4043.0,14646.0,0.216330461768955,5.6,0.0,0.2766866158868335
B181,Chronic viral hepatitis C,4242.0,727.0,150.0,2346.0,1019.0,0,1169.0,3073.0,0.2755775577557756,3.8,0.0,0.4099836779107726
B182,Other chronic viral hepatitis,34.0,1.0,8.0,14.0,11.0,0,19.0,15.0,0.5588235294117647,2.8,0.0,0.0
B188,"Chronic viral hepatitis, unspecified",110.0,12.0,4.0,89.0,5.0,0,9.0,101.0,0.08181818181818182,5.9,0.0,0.0
B189,Unspecified viral hepatitis without hepatic coma,53.0,12.0,2.0,26.0,13.0,0,15.0,38.0,0.2830188679245283,2.8,0.0,0.0
B199,HIV disease resulting in other viral infections,46.0,1.0,0.0,35.0,10.0,0,10.0,36.0,0.21739130434782608,45.0,0.0,0.0
B203,HIV disease resulting in Kaposi sarcoma,4.0,0.0,0.0,4.0,0.0,0,0.0,4.0,0.0,0.0,0.0,0.0
B210,HIV disease resulting in encephalopathy,16.0,0.0,0.0,14.0,2.0,0,2.0,14.0,0.125,0.0,0.0,0.0
B220,Acute HIV infection syndrome,16.0,1.0,0.0,12.0,3.0,0,3.0,13.0,0.1875,15.0,0.0,0.0
B230,HIV disease resulting in (persistent) generalized lymphadenopathy,10.0,7.0,1.0,1.0,1.0,0,2.0,8.0,0.2,0.3,0.0,0.0
B231,"HIV disease resulting in haematological and immunological abnormalities, not elsewhere classified",115.0,5.0,1.0,84.0,25.0,0,26.0,89.0,0.22608695652173913,18.2,0.0,0.0
B232,HIV disease resulting in other specified conditions,86.0,6.0,0.0,76.0,4.0,0,4.0,82.0,0.046511627906976744,13.3,0.0,0.0
B238,Unspecified human immunodeficiency virus [HIV] disease,14325.0,444.0,13.0,9658.0,4210.0,0,4223.0,10102.0,0.29479930191972076,30.3,0.0,0.2593307943416757
B24X,Cytomegaloviral hepatitis,8.0,3.0,1.0,2.0,2.0,0,3.0,5.0,0.375,1.0,0.0,0.0
B251,Other cytomegaloviral diseases,78.0,8.0,0.0,69.0,1.0,0,1.0,77.0,0.01282051282051282,8.8,0.0,0.0
B258,"Cytomegaloviral disease, unspecified",157.0,32.0,2.0,112.0,11.0,0,13.0,144.0,0.08280254777070063,3.6,0.0,0.0
B259,Mumps orchitis,3.0,1.0,0.0,1.0,1.0,0,1.0,2.0,0.3333333333333333,2.0,0.0,0.0
B260,Mumps encephalitis,1.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
B262,Mumps with other complications,1.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
B268,Mumps without complication,4.0,2.0,1.0,1.0,0.0,0,1.0,3.0,0.25,0.3,0.0,0.0
B269,Gammaherpesviral mononucleosis,122.0,32.0,4.0,62.0,24.0,0,28.0,94.0,0.22950819672131148,2.4,0.0,0.0
B270,Other infectious mononucleosis,1.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
B278,"Infectious mononucleosis, unspecified",97.0,51.0,4.0,38.0,4.0,0,8.0,89.0,0.08247422680412371,0.8,0.0,0.0
B279,Keratoconjunctivitis due to adenovirus,85.0,53.0,0.0,32.0,0.0,0,0.0,85.0,0.0,0.6,0.0,0.0
B300,Conjunctivitis due to adenovirus,55.0,40.0,1.0,14.0,0.0,0,1.0,54.0,0.01818181818181818,0.3,0.0,0.0
B301,Acute epidemic haemorrhagic conjunctivitis (enteroviral),13.0,10.0,1.0,2.0,0.0,0,1.0,12.0,0.07692307692307693,0.2,0.0,0.0
B303,"Viral conjunctivitis, unspecified",306.0,245.0,10.0,47.0,4.0,0,14.0,292.0,0.0457516339869281,0.2,0.0,0.0
B309,Epidemic myalgia,2.0,0.0,0.0,2.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0
B330,Viral carditis,16.0,2.0,0.0,11.0,3.0,0,3.0,13.0,0.1875,7.0,0.0,0.0
B332,"Retrovirus infections, not elsewhere classified",36.0,2.0,1.0,31.0,2.0,0,3.0,33.0,0.08333333333333333,11.0,0.0,0.0
B333,Other specified viral diseases,5.0,2.0,1.0,1.0,1.0,0,2.0,3.0,0.4,0.7,0.0,0.0
B338,"Adenovirus infection, unspecified site",13.0,7.0,1.0,5.0,0.0,0,1.0,12.0,0.07692307692307693,0.6,0.0,0.0
B340,"Enterovirus infection, unspecified site",9.0,5.0,3.0,1.0,0.0,0,3.0,6.0,0.3333333333333333,0.1,0.0,0.0
B341,"Coronavirus infection, unspecified site",2.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0.5,0.0,0.0,0.0
B342,"Parvovirus infection, unspecified site",48.0,16.0,0.0,30.0,2.0,0,2.0,46.0,0.041666666666666664,2.0,0.0,0.0
B343,Other viral infections of unspecified site,37.0,13.0,0.0,23.0,1.0,0,1.0,36.0,0.02702702702702703,1.8,0.0,0.0
B348,"Viral infection, unspecified",2962.0,1522.0,119.0,977.0,344.0,0,463.0,2499.0,0.1563133018230925,0.8,0.0,0.5330522306855278
B349,Tinea barbae and tinea capitis,135.0,76.0,0.0,58.0,1.0,0,1.0,134.0,0.007407407407407408,0.8,0.0,0.0
B350,Tinea unguium,508.0,214.0,3.0,262.0,29.0,0,32.0,476.0,0.06299212598425197,1.3,0.0,0.6647170837867247
B351,Tinea manuum,9.0,4.0,0.0,5.0,0.0,0,0.0,9.0,0.0,1.3,0.0,0.0
B352,Tinea pedis,106.0,53.0,2.0,50.0,1.0,0,3.0,103.0,0.02830188679245283,0.9,0.0,0.0
B353,Tinea corporis,138.0,66.0,6.0,58.0,8.0,0,14.0,124.0,0.10144927536231885,0.9,0.0,0.0
B354,Tinea inguinalis [Tinea cruris],23.0,11.0,2.0,9.0,1.0,0,3.0,20.0,0.13043478260869565,0.8,0.0,0.0
B356,Other dermatophytoses,7.0,4.0,1.0,1.0,1.0,0,2.0,5.0,0.2857142857142857,0.4,0.0,0.0
B358,"Dermatophytosis, unspecified",96.0,49.0,0.0,41.0,6.0,0,6.0,90.0,0.0625,1.0,0.0,0.0
B359,Pityriasis versicolor,90.0,56.0,0.0,34.0,0.0,0,0.0,90.0,0.0,0.6,0.0,0.0
B360,Tinea nigra,1.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
B361,Other specified superficial mycoses,2.0,0.0,0.0,2.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0
B368,"Superficial mycosis, unspecified",593.0,247.0,2.0,325.0,19.0,0,21.0,572.0,0.03541315345699832,1.4,0.0,0.6007072905331884
B369,Candidal stomatitis,901.0,327.0,7.0,464.0,103.0,0,110.0,791.0,0.1220865704772475,1.7,0.0,0.5916213275299238
B370,Pulmonary candidiasis,3.0,1.0,0.0,2.0,0.0,0,0.0,3.0,0.0,2.0,0.0,0.0
B371,Candidiasis of skin and nail,67.0,25.0,0.0,30.0,12.0,0,12.0,55.0,0.1791044776119403,1.7,0.0,0.0
B372,Candidiasis of vulva and vagina,184.0,92.0,7.0,74.0,11.0,0,18.0,166.0,0.09782608695652174,0.9,0.0,0.0
B373,Candidiasis of other urogenital sites,19.0,13.0,0.0,5.0,1.0,0,1.0,18.0,0.05263157894736842,0.5,0.0,0.0
B374,Candidal meningitis,1.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
B375,Candidal endocarditis,3.0,0.0,0.0,3.0,0.0,0,0.0,3.0,0.0,0.0,0.0,0.0
B376,Candidal sepsis,1.0,0.0,0.0,0.0,1.0,0,1.0,0.0,1.0,0.0,0.0,0.0
B377,Candidiasis of other sites,112.0,27.0,6.0,45.0,34.0,0,40.0,72.0,0.35714285714285715,2.4,0.0,0.0
B378,"Candidiasis, unspecified",524.0,231.0,9.0,229.0,55.0,0,64.0,460.0,0.12213740458015267,1.2,0.0,0.7208650707290534
B379,"Pulmonary coccidioidomycosis, unspecified",2.0,0.0,0.0,1.0,1.0,0,1.0,1.0,0.5,0.0,0.0,0.0
B382,"Coccidioidomycosis, unspecified",3.0,2.0,0.0,1.0,0.0,0,0.0,3.0,0.0,0.5,0.0,0.0
B389,"Pulmonary histoplasmosis capsulati, unspecified",5.0,1.0,0.0,3.0,1.0,0,1.0,4.0,0.2,4.0,0.0,0.0
B392,"Histoplasmosis, unspecified",15.0,0.0,0.0,8.0,7.0,0,7.0,8.0,0.4666666666666667,0.0,0.0,0.0
B399,"Blastomycosis, unspecified",1.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
B409,"Paracoccidioidomycosis, unspecified",3.0,0.0,0.0,2.0,1.0,0,1.0,2.0,0.3333333333333333,0.0,0.0,0.0
B419,Other forms of sporotrichosis,1.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
B428,"Sporotrichosis, unspecified",4.0,3.0,0.0,1.0,0.0,0,0.0,4.0,0.0,0.3,0.0,0.0
B429,Cutaneous chromomycosis,4.0,1.0,0.0,2.0,1.0,0,1.0,3.0,0.25,3.0,0.0,0.0
B430,Subcutaneous phaeomycotic abscess and cyst,9.0,4.0,1.0,4.0,0.0,0,1.0,8.0,0.1111111111111111,0.8,0.0,0.0
B432,Invasive pulmonary aspergillosis,15.0,2.0,1.0,7.0,5.0,0,6.0,9.0,0.4,4.0,0.0,0.0
B440,Other pulmonary aspergillosis,2882.0,275.0,29.0,1055.0,1523.0,0,1552.0,1330.0,0.5385149201943095,8.5,0.0,0.4534548422198041
B441,Other forms of aspergillosis,11.0,2.0,1.0,2.0,6.0,0,7.0,4.0,0.6363636363636364,2.7,0.0,0.0
B448,"Aspergillosis, unspecified",194.0,45.0,3.0,81.0,65.0,0,68.0,126.0,0.35051546391752575,3.0,0.0,0.0
B449,Pulmonary cryptococcosis,8.0,2.0,0.0,4.0,2.0,0,2.0,6.0,0.25,3.0,0.0,0.0
B450,Cerebral cryptococcosis,15.0,3.0,1.0,9.0,2.0,0,3.0,12.0,0.2,2.8,0.0,0.0
B451,Osseous cryptococcosis,6.0,0.0,0.0,6.0,0.0,0,0.0,6.0,0.0,0.0,0.0,0.0
B453,Disseminated cryptococcosis,12.0,0.0,0.0,12.0,0.0,0,0.0,12.0,0.0,0.0,0.0,0.0
B457,"Cryptococcosis, unspecified",7.0,1.0,1.0,4.0,1.0,0,2.0,5.0,0.2857142857142857,2.5,0.0,0.0
B459,Pulmonary mucormycosis,1.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
B460,Rhinocerebral mucormycosis,1.0,0.0,0.0,0.0,1.0,0,1.0,0.0,1.0,0.0,0.0,0.0
B461,"Mucormycosis, unspecified",7.0,1.0,0.0,3.0,3.0,0,3.0,4.0,0.42857142857142855,6.0,0.0,0.0
B465,"Zygomycosis, unspecified",3.0,0.0,0.0,3.0,0.0,0,0.0,3.0,0.0,0.0,0.0,0.0
B469,Eumycetoma,8.0,0.0,0.0,6.0,2.0,0,2.0,6.0,0.25,0.0,0.0,0.0
B470,Actinomycetoma,2.0,0.0,0.0,0.0,2.0,0,2.0,0.0,1.0,0.0,0.0,0.0
B471,"Mycetoma, unspecified",30.0,7.0,0.0,15.0,8.0,0,8.0,22.0,0.26666666666666666,3.3,0.0,0.0
B479,Rhinosporidiosis,1.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
B481,Opportunistic mycoses,2.0,2.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0
B487,Other specified mycoses,8.0,1.0,0.0,7.0,0.0,0,0.0,8.0,0.0,7.0,0.0,0.0
B488,Unspecified mycosis,101.0,28.0,3.0,57.0,13.0,0,16.0,85.0,0.15841584158415842,2.3,0.0,0.0
B49X,Plasmodium falciparum malaria with cerebral complications,3.0,2.0,0.0,1.0,0.0,0,0.0,3.0,0.0,0.5,0.0,0.0
B500,Other severe and complicated Plasmodium falciparum malaria,2.0,2.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0
B508,"Plasmodium falciparum malaria, unspecified",110.0,63.0,17.0,16.0,14.0,0,31.0,79.0,0.2818181818181818,0.4,0.0,0.0
B509,Plasmodium vivax malaria without complication,30.0,18.0,0.0,10.0,2.0,0,2.0,28.0,0.06666666666666667,0.7,0.0,0.0
B519,Plasmodium malariae malaria without complication,4.0,2.0,1.0,0.0,1.0,0,2.0,2.0,0.5,0.3,0.0,0.0
B529,Plasmodium ovale malaria,7.0,4.0,1.0,1.0,1.0,0,2.0,5.0,0.2857142857142857,0.4,0.0,0.0
B530,"Other parasitologically confirmed malaria, not elsewhere classified",11.0,7.0,2.0,1.0,1.0,0,3.0,8.0,0.2727272727272727,0.2,0.0,0.0
B538,Unspecified malaria,130.0,79.0,5.0,35.0,11.0,0,16.0,114.0,0.12307692307692308,0.5,0.0,0.0
B54X,Visceral leishmaniasis,10.0,0.0,0.0,8.0,2.0,0,2.0,8.0,0.2,0.0,0.0,0.0
B550,Cutaneous leishmaniasis,7.0,2.0,0.0,4.0,1.0,0,1.0,6.0,0.14285714285714285,2.5,0.0,0.0
B551,"Leishmaniasis, unspecified",14.0,4.0,0.0,9.0,1.0,0,1.0,13.0,0.07142857142857142,2.5,0.0,0.0
B559,Chagas disease (chronic) with heart involvement,37.0,6.0,0.0,27.0,4.0,0,4.0,33.0,0.10810810810810811,5.2,0.0,0.0
B572,Chagas disease (chronic) with digestive system involvement,1.0,0.0,1.0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0
B573,Chagas disease (chronic) with other organ involvement,1.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
B575,Toxoplasma oculopathy,478.0,94.0,2.0,363.0,19.0,0,21.0,457.0,0.043933054393305436,4.0,0.0,0.526278563656148
B580,Toxoplasma meningoencephalitis,3.0,0.0,0.0,3.0,0.0,0,0.0,3.0,0.0,0.0,0.0,0.0
B582,"Toxoplasmosis, unspecified",42.0,17.0,0.0,19.0,6.0,0,6.0,36.0,0.14285714285714285,1.5,0.0,0.0
B589,Pneumocystosis,30.0,16.0,2.0,11.0,1.0,0,3.0,27.0,0.1,0.7,0.0,0.0
B59X,Acanthamoebiasis,124.0,8.0,1.0,113.0,2.0,0,3.0,121.0,0.024193548387096774,12.8,0.0,0.0
B601,Other specified protozoal diseases,5.0,0.0,0.0,5.0,0.0,0,0.0,5.0,0.0,0.0,0.0,0.0
B608,Schistosomiasis due to Schistosoma haematobium [urinary schistosomiasis],43.0,14.0,0.0,24.0,5.0,0,5.0,38.0,0.11627906976744186,2.1,0.0,0.0
B650,Schistosomiasis due to Schistosoma mansoni [intestinal schistosomiasis],8.0,5.0,0.0,1.0,2.0,0,2.0,6.0,0.25,0.6,0.0,0.0
B651,Schistosomiasis due to Schistosoma japonicum,5.0,1.0,0.0,3.0,1.0,0,1.0,4.0,0.2,4.0,0.0,0.0
B652,Other schistosomiases,9.0,2.0,0.0,6.0,1.0,0,1.0,8.0,0.1111111111111111,3.5,0.0,0.0
B658,"Schistosomiasis, unspecified",102.0,43.0,1.0,35.0,23.0,0,24.0,78.0,0.23529411764705882,1.3,0.0,0.0
B659,Opisthorchiasis,1.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
B660,Fascioliasis,10.0,3.0,1.0,2.0,4.0,0,5.0,5.0,0.5,1.5,0.0,0.0
B663,Paragonimiasis,2.0,0.0,0.0,1.0,1.0,0,1.0,1.0,0.5,0.0,0.0,0.0
B664,Other specified fluke infections,4.0,1.0,0.0,3.0,0.0,0,0.0,4.0,0.0,3.0,0.0,0.0
B668,Echinococcus granulosus infection of liver,17.0,3.0,1.0,10.0,3.0,0,4.0,13.0,0.23529411764705882,3.3,0.0,0.0
B670,Echinococcus granulosus infection of lung,3.0,0.0,0.0,3.0,0.0,0,0.0,3.0,0.0,0.0,0.0,0.0
B671,"Echinococcus granulosus infection, unspecified",4.0,1.0,0.0,2.0,1.0,0,1.0,3.0,0.25,3.0,0.0,0.0
B674,"Echinococcus multilocularis infection, other and multiple sites",1.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
B676,"Echinococcosis, unspecified, of liver",7.0,2.0,0.0,3.0,2.0,0,2.0,5.0,0.2857142857142857,2.5,0.0,0.0
B678,"Echinococcosis, other and unspecified",55.0,14.0,2.0,28.0,11.0,0,13.0,42.0,0.23636363636363636,2.4,0.0,0.0
B679,Taenia saginata taeniasis,2.0,2.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0
B681,"Taeniasis, unspecified",6.0,2.0,0.0,4.0,0.0,0,0.0,6.0,0.0,2.0,0.0,0.0
B689,Cysticercosis of central nervous system,14.0,5.0,0.0,4.0,5.0,0,5.0,9.0,0.35714285714285715,1.8,0.0,0.0
B690,"Cysticercosis, unspecified",1.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
B699,"Cestode infection, unspecified",7.0,2.0,0.0,3.0,2.0,0,2.0,5.0,0.2857142857142857,2.5,0.0,0.0
B719,Onchocerciasis,2.0,1.0,0.0,1.0,0.0,0,0.0,2.0,0.0,1.0,0.0,0.0
B73X,Loiasis,9.0,5.0,0.0,4.0,0.0,0,0.0,9.0,0.0,0.8,0.0,0.0
B743,"Filariasis, unspecified",8.0,2.0,0.0,4.0,2.0,0,2.0,6.0,0.25,3.0,0.0,0.0
B749,"Hookworm disease, unspecified",13.0,9.0,1.0,1.0,2.0,0,3.0,10.0,0.23076923076923078,0.3,0.0,0.0
B769,"Ascariasis, unspecified",1.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
B779,Intestinal strongyloidiasis,2.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0.5,0.0,0.0,0.0
B780,Cutaneous strongyloidiasis,1.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
B781,"Strongyloidiasis, unspecified",125.0,60.0,6.0,36.0,23.0,0,29.0,96.0,0.232,0.9,0.0,0.0
B789,Enterobiasis,24.0,6.0,5.0,5.0,8.0,0,13.0,11.0,0.5416666666666666,1.2,0.0,0.0
B80X,Intestinal capillariasis,1.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
B811,"Intestinal helminthiasis, unspecified",7.0,4.0,0.0,0.0,3.0,0,3.0,4.0,0.42857142857142855,0.8,0.0,0.0
B820,"Intestinal parasitism, unspecified",1.0,0.0,1.0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0
B829,Visceral larva migrans,17.0,4.0,0.0,13.0,0.0,0,0.0,17.0,0.0,3.3,0.0,0.0
B830,"Helminthiasis, unspecified",21.0,10.0,3.0,6.0,2.0,0,5.0,16.0,0.23809523809523808,0.6,0.0,0.0
B839,Pediculosis due to Pediculus humanus capitis,1.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
B850,Scabies,146.0,99.0,1.0,37.0,9.0,0,10.0,136.0,0.0684931506849315,0.5,0.0,0.0
B86X,Cutaneous myiasis,3.0,2.0,0.0,1.0,0.0,0,0.0,3.0,0.0,0.5,0.0,0.0
B870,Other acariasis,36.0,22.0,0.0,14.0,0.0,0,0.0,36.0,0.0,0.6,0.0,0.0
B880,Tungiasis [sandflea infestation],1.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
B881,Other arthropod infestations,7.0,3.0,1.0,3.0,0.0,0,1.0,6.0,0.14285714285714285,0.8,0.0,0.0
B882,"Infestation, unspecified",23.0,6.0,2.0,15.0,0.0,0,2.0,21.0,0.08695652173913043,1.9,0.0,0.0
B889,Unspecified parasitic disease,3.0,2.0,1.0,0.0,0.0,0,1.0,2.0,0.3333333333333333,0.0,0.0,0.0
B89X,Sequelae of respiratory and unspecified tuberculosis,4.0,1.0,0.0,2.0,1.0,0,1.0,3.0,0.25,3.0,0.0,0.0
B909,Sequelae of poliomyelitis,55.0,9.0,3.0,31.0,12.0,0,15.0,40.0,0.2727272727272727,3.6,0.0,0.0
B91X,Sequelae of trachoma,1.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
B940,Sequelae of viral hepatitis,2.0,0.0,2.0,0.0,0.0,0,2.0,0.0,1.0,0.0,0.0,0.0
B942,Sequelae of other specified infectious and parasitic diseases,9.0,2.0,0.0,6.0,1.0,0,1.0,8.0,0.1111111111111111,3.5,0.0,0.0
B948,"Streptococcus, group A, as the cause of diseases classified to other chapters",8.0,1.0,0.0,6.0,1.0,0,1.0,7.0,0.125,7.0,0.0,0.0
B950,Streptococcus pneumoniae as the cause of diseases classified to other chapters,4.0,0.0,0.0,1.0,3.0,0,3.0,1.0,0.75,0.0,0.0,0.0
B953,Unspecified streptococcus as the cause of diseases classified to other chapters,1.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
B955,Unspecified staphylococcus as the cause of diseases classified to other chapters,1.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
B958,Mycoplasma pneumoniae [M. pneumoniae] as the cause of diseases classified to other chapters,1.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
B960,Proteus (mirabilis)(morganii) as the cause of diseases classified to other chapters,1.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
B964,Pseudomonas (aeruginosa) as the cause of diseases classified to other chapters,7.0,2.0,0.0,5.0,0.0,0,0.0,7.0,0.0,2.5,0.0,0.0
B965,Other specified bacterial agents as the cause of diseases classified to other chapters,2.0,2.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0
B968,Coronavirus as the cause of diseases classified to other chapters,1.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
B972,Respiratory syncytial virus as the cause of diseases classified to other chapters,28.0,9.0,2.0,15.0,2.0,0,4.0,24.0,0.14285714285714285,1.5,0.0,0.0
B974,Parvovirus as the cause of diseases classified to other chapters,6.0,4.0,0.0,2.0,0.0,0,0.0,6.0,0.0,0.5,0.0,0.0
B976,Papillomavirus as the cause of diseases classified to other chapters,1854.0,1414.0,1.0,433.0,6.0,0,7.0,1847.0,0.0037756202804746495,0.3,0.0,0.46515233949945595
B977,Helicobacter pylori [H.pylori] as the cause of diseases classified to other chapters,100.0,4.0,40.0,7.0,49.0,0,89.0,11.0,0.89,1.3,0.0,0.0
B980,Other and unspecified infectious diseases,2346.0,498.0,34.0,1389.0,425.0,0,459.0,1887.0,0.1956521739130435,3.4,0.0,0.4301414581066376
B99X,Malignant neoplasm: External upper lip,56.0,6.0,0.0,49.0,1.0,0,1.0,55.0,0.017857142857142856,8.3,0.0,0.0
C000,Malignant neoplasm: External lower lip,37.0,7.0,0.0,29.0,1.0,0,1.0,36.0,0.02702702702702703,4.3,0.0,0.0
C001,"Malignant neoplasm: External lip, unspecified",3.0,1.0,0.0,2.0,0.0,0,0.0,3.0,0.0,2.0,0.0,0.0
C002,"Malignant neoplasm: Upper lip, inner aspect",1.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0
C003,"Malignant neoplasm: Lower lip, inner aspect",41.0,4.0,0.0,34.0,3.0,0,3.0,38.0,0.07317073170731707,9.3,0.0,0.0
